date,ticker,title,text,finbert_sentiment,finbert_label,finbert_score,event_impact_score,num_events,primary_event,entity_density,entity_freq_7d,entity_diversity,topic_dominance,dominant_topic,topic_keywords,sentiment_momentum,sentiment_extremity,trading_signal,signal_category,forward_return,signal_correct
2026-01-14 08:02:00,AAPL,"This Unstoppable Stock Has 4 Catalysts to Fuel Its Membership in the $5 Trillion Club in 2026, According to 1 Wall Street Analyst. - The Motley Fool","This Unstoppable Stock Has 4 Catalysts to Fuel Its Membership in the $5 Trillion Club in 2026, According to 1 Wall Street Analyst.&nbsp;&nbsp;The Motley Fool",-0.5719,negative,0.5719,0.0,0,NO_EVENT,0.3076923076923077,8.0,0.6666666666666666,0.1782539188861847,1,"finance, yahoo, price",,0.5719,,Strong Sell,,False
2026-01-18 12:15:12,AAPL,Apple stock price slips to $255 ahead of a holiday-shortened week — AAPL earnings are the next test - TechStock²,Apple stock price slips to $255 ahead of a holiday-shortened week — AAPL earnings are the next test&nbsp;&nbsp;TechStock²,0.0,neutral,0.0,0.0,0,NO_EVENT,0.2631578947368421,13.0,0.3333333333333333,0.7257136702537537,4,"price, finance, yahoo",0.5719,0.0,0.060049499999999985,Neutral,0.0002371889765763061,True
2025-12-27 08:00:00,ABT,Is Weakness In Abbott Laboratories (NYSE:ABT) Stock A Sign That The Market Could be Wrong Given Its Strong Financial Prospects? - Yahoo Finance,Is Weakness In Abbott Laboratories (NYSE:ABT) Stock A Sign That The Market Could be Wrong Given Its Strong Financial Prospects?&nbsp;&nbsp;Yahoo Finance,-0.3818,negative,0.3818,0.0,0,NO_EVENT,0.1818181818181818,4.0,0.3333333333333333,0.8008993268013,1,"finance, yahoo, price",,0.3818,,Strong Sell,,False
2025-12-31 08:00:00,ABT,Here is What to Know Beyond Why Abbott Laboratories (ABT) is a Trending Stock - Yahoo Finance,Here is What to Know Beyond Why Abbott Laboratories (ABT) is a Trending Stock&nbsp;&nbsp;Yahoo Finance,0.0,neutral,0.0,0.0,0,NO_EVENT,0.3125,9.0,0.3333333333333333,0.8008993268013,1,"finance, yahoo, price",0.3818,0.0,0.04008899999999999,Neutral,0.03246504712816051,True
2026-01-15 16:55:56,ABT,Dividend King Abbott Shows Why 52 Consecutive Increases Weren't Luck With Strong Cash Flow Coverage - 24/7 Wall St.,Dividend King Abbott Shows Why 52 Consecutive Increases Weren't Luck With Strong Cash Flow Coverage&nbsp;&nbsp;24/7 Wall St.,-0.6348,negative,0.6348,0.0,0,NO_EVENT,0.3333333333333333,15.0,0.6666666666666666,0.1782539188861847,1,"finance, yahoo, price",-0.6348,0.6348,-0.3300926959443092,Neutral,-0.02118770229168218,True
2026-01-16 08:16:09,ABT,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why - MarketBeat,Absolute Software Co. (ABT.TO) (TSE:ABT) Stock Crosses Above Two Hundred Day Moving Average - Here's Why&nbsp;&nbsp;MarketBeat,0.0,neutral,0.0,0.0,0,NO_EVENT,0.4117647058823529,22.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",0.6348,0.0,0.06665399999999999,Neutral,-0.0013500391389836114,False
2026-01-16 13:47:00,ABT,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA - Quiver Quantitative,Fund Update: New $84.6M $ABT stock position opened by Compagnie Lombard Odier SCmA&nbsp;&nbsp;Quiver Quantitative,0.0,neutral,0.0,0.0,0,NO_EVENT,0.4666666666666667,29.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",0.0,0.0,0.0,Neutral,0.03158425631014783,False
2026-01-17 09:01:41,ABT,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors - Chartmill,Abbott Laboratories (NYSE:ABT) Stands Out as a Dependable Dividend Stock for Income Investors&nbsp;&nbsp;Chartmill,0.0,neutral,0.0,0.0,0,NO_EVENT,0.3571428571428571,34.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",0.0,0.0,0.0,Neutral,0.015348694583058176,False
2026-01-18 06:02:38,ABT,Abbott Laboratories (ABT) Positioned to Benefit as Healthcare Sector Enters Recovery Phase - Finviz,Abbott Laboratories (ABT) Positioned to Benefit as Healthcare Sector Enters Recovery Phase&nbsp;&nbsp;Finviz,0.4588,positive,0.4588,0.0,0,NO_EVENT,0.3846153846153846,39.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",0.4588,0.4588,0.2828926959443092,Neutral,0.0047551470785164186,True
2026-01-14 14:00:03,ACN,Accenture PLC (ACN) is Attracting Investor Attention: Here is What You Should Know - Yahoo Finance,Accenture PLC (ACN) is Attracting Investor Attention: Here is What You Should Know&nbsp;&nbsp;Yahoo Finance,0.4767,positive,0.4767,0.0,0,NO_EVENT,0.2666666666666666,4.0,0.3333333333333333,0.8008992671966553,1,"finance, yahoo, price",,0.4767,,Strong Sell,,False
2026-01-15 11:59:00,ACN,Accenture Named a Leader in Gartner  Magic Quadrant  for Digital Technology and Business Consulting Services - Stock Titan,Accenture Named a Leader in Gartner  Magic Quadrant  for Digital Technology and Business Consulting Services&nbsp;&nbsp;Stock Titan,0.0,neutral,0.0,0.0,0,NO_EVENT,0.4117647058823529,11.0,0.6666666666666666,0.1782539188861847,1,"finance, yahoo, price",-0.4767,0.0,-0.050053499999999994,Neutral,-0.011771028856249244,True
2026-01-17 14:02:00,ACN,Accenture Stock (ACN) Opinions on AI Revenue Surge and Digital Identity Partnership - Quiver Quantitative,Accenture Stock (ACN) Opinions on AI Revenue Surge and Digital Identity Partnership&nbsp;&nbsp;Quiver Quantitative,0.0,neutral,0.0,0.0,0,NO_EVENT,0.2857142857142857,15.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",0.0,0.0,0.0,Neutral,-0.009314595071405137,False
2026-01-13 16:20:04,ADBE,Adobe Stock Drops as The Most Pessimistic Analyst Forecast Since 2013 Hits ADBE Shares - TipRanks,Adobe Stock Drops as The Most Pessimistic Analyst Forecast Since 2013 Hits ADBE Shares&nbsp;&nbsp;TipRanks,-0.4201,negative,0.4201,0.0,0,NO_EVENT,0.2666666666666666,4.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",,0.4201,,Strong Sell,,False
2026-01-13 22:10:08,ADBE,AI Could Spell Trouble for Software. These Experts Say to Avoid One Stock In Particular - Investopedia,AI Could Spell Trouble for Software. These Experts Say to Avoid One Stock In Particular&nbsp;&nbsp;Investopedia,-0.5994,negative,0.5994,0.0,0,NO_EVENT,0.25,8.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",-0.1793,0.5994,-0.2693921959443092,Neutral,-0.05173521469037142,True
2025-12-27 08:00:00,AEP,American Electric Power Stock (AEP) Opinions on Recent Performance and Growth Plans - Quiver Quantitative,American Electric Power Stock (AEP) Opinions on Recent Performance and Growth Plans&nbsp;&nbsp;Quiver Quantitative,0.3818,positive,0.3818,0.0,0,NO_EVENT,0.2857142857142857,4.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",,0.3818,,Strong Sell,,False
2026-01-15 17:40:17,AMD,AMD Stock Jumps -- Wells Fargo Names It Top 2026 Pick - Yahoo Finance,"AMD Stock Jumps -- Wells Fargo Names It Top 2026 Pick&nbsp;&nbsp;Yahoo FinanceAMD, IBD Stock Of The Day, Jumps Into Buy Area On TSMC Results&nbsp;&nbsp;Investor's Business DailyAMD stock remains Wells Fargo’s top pick for 2026 on AI potential&nbsp;&nbsp;Investing.com",0.6808,positive,0.6808,0.0,0,NO_EVENT,0.4473684210526316,17.0,0.3333333333333333,0.7336195111274719,1,"finance, yahoo, price",,0.6808,,Strong Sell,,False
2026-01-15 22:53:00,AMD,Dow Gets A Boost From Revitalized AI Trade; AMD Stock Hits A Buy Point - Investor's Business Daily,Dow Gets A Boost From Revitalized AI Trade; AMD Stock Hits A Buy Point&nbsp;&nbsp;Investor's Business Daily,0.4019,positive,0.4019,0.0,0,NO_EVENT,0.4117647058823529,24.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",-0.2789,0.4019,0.18249369594430923,Neutral,-0.011131937609473015,False
2026-01-16 18:24:17,AMD,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD) - Benzinga,What Is Going On With AMD Stock On Friday? - Advanced Micro Devices (NASDAQ:AMD)&nbsp;&nbsp;Benzinga,0.25,positive,0.25,0.0,0,NO_EVENT,0.3333333333333333,29.0,0.3333333333333333,0.1782539188861847,1,"finance, yahoo, price",-0.1518999999999999,0.25,0.16161319594430926,Neutral,0.014365606449120941,True
2026-01-17 23:07:57,AMD,AMD stock price rises into long weekend as $311 million data-center lease puts AI demand in focus - TechStock²,AMD stock price rises into long weekend as $311 million data-center lease puts AI demand in focus&nbsp;&nbsp;TechStock²,-0.128,negative,0.128,0.0,0,NO_EVENT,0.4444444444444444,37.0,0.3333333333333333,0.7257136702537537,4,"price, finance, yahoo",-0.378,0.128,-0.21953568351268768,Neutral,-0.029137265686058605,True
2026-01-16 21:21:00,AMGN,"Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed - Quiver Quantitative","Lobbying Update: $60,000 of AMGEN INC. FKA HORIZON THERAPEUTICS USA INC. lobbying was just disclosed&nbsp;&nbsp;Quiver Quantitative",-0.1531,negative,0.1531,0.0,0,NO_EVENT,0.4117647058823529,7.0,1.0,0.1782539188861847,1,"finance, yahoo, price",,0.1531,,Strong Sell,,False
2026-01-18 12:00:26,AMGN,Amgen Inc. (NASDAQ:AMGN) is largely controlled by institutional shareholders who own 80% of the company - Yahoo Finance,Amgen Inc. (NASDAQ:AMGN) is largely controlled by institutional shareholders who own 80% of the company&nbsp;&nbsp;Yahoo Finance,0.0,neutral,0.0,0.0,0,NO_EVENT,0.4117647058823529,14.0,0.6666666666666666,0.8008993268013,1,"finance, yahoo, price",0.1531,0.0,0.0160755,Neutral,0.030116750378431083,True
2025-12-04 08:00:00,AMT,"American Tower (NYSE: AMT) sets $1.70 quarterly payout payable February 2, 2026 - Stock Titan","American Tower (NYSE: AMT) sets $1.70 quarterly payout payable February 2, 2026&nbsp;&nbsp;Stock Titan",0.0,neutral,0.0,0.0,0,NO_EVENT,0.5714285714285714,8.0,0.6666666666666666,0.1782539188861847,1,"finance, yahoo, price",,0.0,,Strong Sell,,False
2026-01-15 16:00:00,AMT,CoreSite Chicago Data Center Campus Now Offers AWS Native 400G Direct Connect for Enhanced Cloud and AI Performance - Stock Titan,CoreSite Chicago Data Center Campus Now Offers AWS Native 400G Direct Connect for Enhanced Cloud and AI Performance&nbsp;&nbsp;Stock Titan,0.0,neutral,0.0,0.0,0,NO_EVENT,0.3,14.0,0.6666666666666666,0.1782539188861847,1,"finance, yahoo, price",0.0,0.0,0.0,Neutral,0.0013505640937584767,False
2026-01-17 15:00:21,AMT,The Goldman Sachs Group Has Lowered Expectations for American Tower (NYSE:AMT) Stock Price - MarketBeat,The Goldman Sachs Group Has Lowered Expectations for American Tower (NYSE:AMT) Stock Price&nbsp;&nbsp;MarketBeat,-0.128,negative,0.128,0.0,0,NO_EVENT,0.5,21.0,0.6666666666666666,0.5857212543487549,4,"price, finance, yahoo",-0.128,0.128,-0.17668606271743773,Neutral,-0.03732926686014102,True
2026-01-14 12:30:37,AMZN,Amazon Stock (NASDAQ: AMZN) Price Prediction and Forecast 2026-2030 for January 14 - 24/7 Wall St.,Amazon Stock (NASDAQ: AMZN) Price Prediction and Forecast 2026-2030 for January 14&nbsp;&nbsp;24/7 Wall St.,0.1779,positive,0.1779,0.0,0,NO_EVENT,0.2666666666666666,4.0,0.6666666666666666,0.7257136702537537,4,"price, finance, yahoo",,0.1779,,Strong Sell,,False
